post_url,comment_id,text,user,nickname,likes,timestamp,reply_count
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491576732534637320,Quá nguy hiểm cho người dân vô tội,nguynhao72,Xuan   Hao    8686,8576,1744268657,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491573171541197586,Rồi thanh niên 22t sao r mn,tuyetnhulam0,Như Lâm,84,1744267826,11
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491589140820853522,Tội nghiệp nhỏ hết hồn luôn,thanhsang.nguyen08,Thanhsang Nguyen,298,1744271541,4
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491663199583896327,tim để gia đình hạnh phúc bình an,asmayumo,Sang Do Thanh,2901,1744288782,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491550510353629959,May cho em trai có mang balo trên lưng. 🥺🥺,kuofengli150518,Nông Dân Tầng Trệt,43,1744262544,3
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491663199583896327,tim để gia đình hạnh phúc bình an,asmayumo,Sang Do Thanh,2901,1744288782,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491692462307296018,Gwen là thằng nào,mic.trn4,Mic Trần,43,1744295594,4
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491569016621449992,Ụa nó bị gì v😀,pelldizz,Dizzpell,39,1744266852,4
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491604713000813328,giọng cali thì phải,spdragon8965,Cellbohung,51,1744275175,15
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491559950062387986,không biết mn sao chứ g ra đường mà có ng tiến sát lại là t đề phòng phản ứng ngay. nhiều khi bị quê cả chục lần nhưng thà vậy vẫn hơn,sly..98,𝓛𝔂💫,3837,1744264740,37
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491782978827289387,"Probably a gang initiation, to prove themselves",infamouscruz,𝑻,71,1744316686,3
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491618816285541127,Sau ra đường chắc mang theo áo giáp quá,kimtai3110,kimtai3110,785,1744278448,8
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491710454928474911,Nghe mấy thằng “yêu nước online” bảo vn an toàn lắm 😭,jaytotheen,Mơi Mô Hình hơn Mơi Gái 🗿,72,1744299809,96
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491527580924740373,nó nói gì thêd,congthang_37,Công Thắng,14,1744257214,6
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491630146245067538,"Anh Tùng bảo trọng, chúc anh may mắn",shinbad81,Shinbad 81,65,1744281086,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491538293331821328,quá nhẹ tay với tội phạm....,khi.tng.lai.m.h88,Khi Tương Lai Mơ Hồ,63,1744259710,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491667804425634568,đây là lý do tôi k bao g dừng đèn đỏ:),mhungmatnick_1502,mhungmatnick_1502,48,1744289846,27
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491598405770576657,Từ nay ra đường không nên dừng đèn đỏ nha mng,quoccana97,quoccana97,38,1744273720,9
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491619812088070929,sợ quá huỷ vé bay đến cần thơ ngày lễ 30/4 rồi đi chỗ khác chứ đi Cần Thơ là không giữ được mạng😭😭😭,baothubienhinh,Bắt cá 2 tay🤠,24,1744278694,12
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491560915423838992,tộc cối ở Cần thơ nhiều lắm,user98531726149065,snack,37,1744264975,8
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491655921342055169,học trò gwen,mnhkhgn,Khegmuoi,14,1744287098,4
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491592613641487124,hết dám đi chơi:),ththao15092003,ththao15092003,201,1744272348,3
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491546453146469138,Có khi cố tình để lấy số!,dinhninhson,Đinh Ninh Sơn,55,1744261601,10
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491556132448797461,r khi quay đầu k có xe tải nào hết hả,myvan.dang8,Myvan Dang,35,1744263855,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491525977263293192,kiểu nài ai dám xuống cân thơ chơi nữa trời 😳,trieupham90,Triệu Phạm,1633,1744256842,31
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491658883484730120,namkiki tôi đó🥰🥰,hhhhhhhhhhhgghhh45,zebio,14,1744287770,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491655008414434056,Tự nhiên ra đường cái k đụng chạm j ai củng sợ ngang😑,suyeucold,Trinh Nhi,45,1744286873,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491694526375396103,Ủa ở Vũng tàu má ơi,loimon1984,🇬🇧BROKER 🇻🇳,12,1744296073,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491550614080373511,Giờ gặp đèn đỏ chắc vượt luôn chứ giờ nguy hiểm quá 😐,z_931993,⊱⊷⋇ Zosika ⋇⊶⊰,107,1744262573,6
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491576457250210561,"Lúc đầu thì ""Tùng Bò đâm, xong 1 lúc sau thì ""vào tù nha""😂",theluong6789,Thế Lương,3453,1744268607,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491530470304432903,bắt đc chưa,ninhthuanquetoi1201,ɢᴏ́ᴄ ᴛᴀ̂ᴍ ᴛʀᴀ̣ɴɢ,15,1744257875,6
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491521313157890823,Bên Mỹ à,guenmausii,Guen,17,1744255749,5
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491538730957521682,nghe cần thơ nổi hết da gà,cht.cht800,Ngố @,19,1744259805,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491544702199218960,người ta nhắc nhở thôi... có làm gì đâu,thu.thu9678,thu thu,60,1744261201,72
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491665422014530311,Trường Con Nam Định sợ nhất những người như này “ âm thầm làm phát đi luôn “,keyexo97,Giang nuôi heo,48,1744289292,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491647642352501512,trường con sợ nhất những người âm thầm,bomaycamxeroi,Đăng Lê,41,1744285156,6
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491525810109661968,Khen CA.địa phương. Quá giỏi,tainguyen169,Tai Nguyên,14,1744256805,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491610954229695239,Giờ camera đầy đường có chạy đằng trời,baobung1996,Vô Tâm,35,1744276615,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491527335352828690,tui bên Đồng Tháp vợ tui rủ qua Cần Thơ chơi rồi thấy video này. đưa cho vợ xem có muốn đi nữa kg 😁😁😁😁😁😁,nhan.nguyen563,Nhan Nguyen,16,1744257154,10
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491619210306552583,Công an Việt Nam đỉnh thiệt 😂,zozoooioi,Pocc,17,1744278538,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491667670133342994,Thằng em áo đen ko hiểu chuyện gì luôn tội nghiệp dữ thần,wheelie.cua,Wheelie cua,333,1744289820,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491665706564518664,Sợ thế 😭😭😭 ra đường giờ ko biết đâu mà tránh,thuhuyen201095,thuhuyen201095,48,1744289357,7
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491524860536587015,luật rất nhân đạo nên ko trông mong lắm vào quyết định sau cùng,cm.tiktok.hm.ln,đời làm j có 2 chữ giá như,32,1744256579,3
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491524332574835463,ra người gặp kiểu này sợ không giám ra đường luôn pl phải vào cuộc giúp dân ♥️,tienbinh688,Tiến Bình Xe Hay,597,1744256460,3
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491673707849990933,"bắt quá nhanh 🥰 Công An Việt Nam mình quá giỏi, xuất sắc 🥰",dyi3c4gja9qi,bình yên,22,1744291224,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491631276257657621,ngay nhà mình,tuan_edward071199,𝙏𝙪𝙖𝙣💳 và 3689 người khác,11,1744281348,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491583758870102792,Riết chắc tới đèn đỏ rồi núp luôn quá. chứ lâu lâu cũng thấy ô tô đâm vào xe đậu đèn đỏ quài. h thì còn bị ăn kéo.ko có chuyện này thì có chuyện khác,i.hng42,Đại Hùng,202,1744270285,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491600496815276821,may mà bắt sớm chứ sợ thật,tadung2k1,EZ,57,1744274187,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491577573866455815,21h 8/4 hả?? lúc này t cũng đang ở ngoài đường luôn á chài hên bên đường khác (t ở cần thơ) 🙏🙏,thaonmyown,✨thanh thảo✨,42,1744268856,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491523185902895880,Gì trời. Xã hội kì vậy,phuong_nha_lam,Mỹ Lộc HOTEL,181,1744256200,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491699645816439553,trời ơi trời sợ quá trời khổ thiệt tội nghiệp Em dừng đèn đỏ quá😢,hahuynh2356,Ha Huynh,16,1744297274,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491733423402222337,Bộ công an nên đề xuất làm sao để không xảy ra những vụ như này mới đúng,frankyle,Franky Le,13,1744305143,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491628908187616008,Sợ thế,s2.thuy_hang.s2,Thuý Hằng 🌕,13,1744280803,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491534363773223698,Giờ ko lẽ ko đi ra đg luôn . Nghe mà sợ 😢😢,truclynguyen553260,TruclyNguyen,21,1744258795,5
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491556985915015954,giờ ra đường chắc phải mặc áo giáp vào chỗ ăn toàn .,tainguyen0036,tainguyen,573,1744264096,5
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491523609908691719,Tự dưng họa đâu tới zị ..,dungv4033,dungv4033,42,1744256294,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491616539655160594,Về đồn là hiểu liền ......ko đùa dk vs các ah đâu,huy.giap,Bun Bun PC,16,1744277927,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491697431156523784,Anh em gì của Gwen hay gì mà cắt tùm lum vậy ba 😂,quocnhan2025,Cô Gáii Đó,90,1744296749,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491522320192799505,ôi trời 🙏🙏,nhi.trn0012,Nhi Trần,16,1744255990,3
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491667921078207240,Công an Việt Nam quá đỉnh,thin.phc.ng06,Thiên Phúc,16,1744289877,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491714005071184658,gwen đi top chắc bị gank nhiều quá 😂😂😂.,banhbaoofficial32,Bé Bánh Bao Review,12,1744300612,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7493124370963120904,Tùng bò đâm là cái gì vậy tr,yeuanhh871,Chấm hết,1,1744628989,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491674498299986706,Rút ra mình ko nên dừng đèn đỏ,motlan2,A3 gần báo,14,1744291409,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491536697475121927,Giờ ra đường đủ thứ trên đời,danonghamchoi,Chừng Nào 1000 folow đổi tên,16,1744259334,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491536697475121927,Giờ ra đường đủ thứ trên đời,danonghamchoi,Chừng Nào 1000 folow đổi tên,16,1744259334,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491551246547043079,Nhà nước mình nên đầu tư thêm camera an ninh trong ca nước,tri.6622,tri 66,27,1744262719,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491587357331227410,"Ta nói giờ ra đường phải nhìn trái phải ngược xuôi, hơn cả hồi chiến tranh nữa",quyrobinho,Tiến Trần,97,1744271124,7
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7496108440343872277,Gwen có 10 mạng hả?,thuwhip,âm thầm bên anh!😮‍💨,1,1745323765,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7493097836910232327,thằng nào em gwen thằng đâm hay thằng bị đâm thằng gwen là thằng nào,tr.thanh.qui,tờ quờ.,1,1744622807,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491682497522434824,"Ông a này nói solo top ko, tao cầm Gwen 😅",binhng839gmail.com,bình gold,24,1744293277,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491565137309451026,Trời ạ. Cũng may bị thương ko làm sao.🙏🙏🙏,uianh123456789,uianh123456789,14,1744265948,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491639075016000272,Hên có camera k thì bik ai sợ quá trời,hitkhoibophoi,Cảm ơn,12,1744283172,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491637836241748744,😳😳 xh loạn thế,bachduong1088,Meomeobsls,11,1744282878,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491624903986660103,sợ vậy mốt chắc không dám đi ra đường vào ban đêm luôn quá,ngochen2010,ɴɢᴏ̣ᴄ ʜᴇ̂ɴ 🦀,15,1744279869,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491571585704133392,quá xợ luôn,kimphung67a,Kim Phụng,13,1744267470,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491562549420196615,Pháp luật còn quá nhân từ cho những vụ như này,anhho37k1,Triều Nguyễn🇻🇳🇹🇼,16,1744265350,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7493032136179499784,Gwen Việt Nam à 🙂,djnhsu2222,Định Nests 👑,1,1744607514,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491578555244938002,tiep phan 2 di,sao.m80,Hiệp Hoàng,12,1744269075,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491553195571872530,sợ thật,ng.qu.phng,ngô quế phương,12,1744263166,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491522459289748232,trần gian này kỳ vậy,ngoc.thuy9999,thuy tran,36,1744256020,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7496093522970542855,gwen made in vn,embunbatboi,.,0,1745320294,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7495652458229482248,Đứa nào tìm gwen k v ?,phonglan4uc2ae,Vũ Phong Lan,0,1745217602,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7493979882188866320,Cho những ai k biết gwen là 1 tướng trong lmht 😂,phuongtq1993,Gì gỉ gì gi cái gì cũng có,0,1744828183,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7493442281133277959,Gwen Stacy bạn gái của Peter hả,alibar234,Chơi fcmobile,0,1744703011,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491578555244938002,tiep phan 2 di,sao.m80,Hiệp Hoàng,12,1744269075,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491562348793758482,cho e xin phần 2,t.dung9,dt.dũng,12,1744265303,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491691674222822164,Hộ em vid mới với ạ 🥰🥰🥰,maychay60dentu18,chơi ngu lấy cu nhét vô ổ điện,11,1744295412,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491687756423430930,Cà mau hay j mà,cu.b.qun.74,Cậu Bé Quận 7,11,1744294495,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491584839272825608,Vn chỉ mấy pha dừng đèn đỏ là nhiều nhất,2001lanem,Tr Hoài Nam,11,1744270542,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491583334272172808,Gì ghê v mom 🤨,phankimngan99,Phan Kim Ngân,11,1744270185,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491545789165585170,hóng,everythingdependent17,Vạn Sự Tùy Duyê52825,11,1744261445,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491681991058883335,22tuổi là tuổi mùi năm nay tam tai đó:((,camtrym136,🎀  𝐵É𝐸 𝒯𝐼Ê𝒩  🎀,23,1744293149,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491561798748406535,Dừng đèn đỏ cũng ko yên,nguyenminhdung1993,Minh Dũng,23,1744265172,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491548720632120065,Công an vn mãi đỉnh,strawbaesandal,STRAWBAE SANDAL,23,1744262134,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491570663829488392,k dám dừng đèn đỏ nữa,_quanghuy_102,kaitokiss🤡,22,1744267236,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491587271385170704,cái tui sợ ở đây là kb vũ khí đó có bị nhiễm gì k 🥲,excumasen,Get Toeic nhie,19,1744271107,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491579651707765512,"Sợ thật, xem lo cho bạn nam bị... không biết bạn ấy khỏe chưa.",mylynhtran,Mỹ Lynh Trần,19,1744269337,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491666329460605716,Đó là lí do ae nên cố gắng để mua ô tô nhé,.phong96,Phước,18,1744289504,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491572388888167175,chắc đang làm nhiệm vụ hệ thống🗿,maykhohamnguc,Máy Khò hầm ngục💥,18,1744267640,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491674363575730951,thôi xong cầu mong anh đi xét nghiệm ko bị j 🙏,kzkkxkxjxjx,kzkkxkxjxjx,16,1744291381,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491673128322974471,Đến t còn k hiểu nói gì đến ổng kia,117long,22TA 08.988,16,1744291091,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491594544167224080,a đó bị j ko ạ,limaa971,linh tinh nhìn lung tung'tl,16,1744272808,2
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491566342081889032,ủa zalo,klcutii16,+1 máy cô đơn sớm tối,16,1744266242,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491731869470360340,ông đó lm j anh kia v ạ,catlove.77,cơn mưa mùa hè 🌦🌈,15,1744304768,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491669863229801234,Quẹo phải có quán chay ngay chùa ngon lắm á😌,yone9xsix,yone,15,1744290331,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491562263159096072,hahaha,parky.cch,PARKY ÓCCHÓ,14,1744265288,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491543719159792392,quá nhanh quá nguy hiểm,phongnho1995,Phong Nhỏ Cần thơ,14,1744260962,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491705093184553745,rút ra bài học đi oto cho chắc cú 😅,cotsong.hungchay,Cột sống HwngChasy,13,1744298532,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491697901371982600,nguy hiểm quá,ngph112,นกฟีนิกซ์,13,1744296858,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491696093739336469,bản lĩnh đấy :):),nknopro1996,ᴄᴜ ɴᴇ̂ɴ,13,1744296433,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491681747740754696,sao thấy có 1 ng mà nói 2 vay ạ,_knhu_10,Khánh Kim🔑,13,1744293099,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491675467130241800,Đã làm gì đâu,thinhhoathinh,thinhhoathinh,13,1744291633,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491674971972305681,r ông kia có s k mn,thng.thy57,Thắng thủy,13,1744291533,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491674524774204178,tội a áo đen đang chờ dừng đèn đỏ 🥺 ổng chạy xe tấp vô lề muốn không nổi luôn,conthanlanqqq,Min,13,1744291411,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491639697677845255,Nguy hiểm vậy,linh.linh860,Linh Linh,13,1744283310,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491639136731087623,Cạn lời,nguyenhoang1717,Nguyễn Hoàng 1981,13,1744283179,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491625825012728594,thấy tội anh kia dữ =)),mc_16109,chi,13,1744280073,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491619278546977554,chi trời,tiktok.comchibich,chi Bích,13,1744278550,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491615344782066440,CA tìm ra quá giỏi,phucnguyenphan,phúc nguyên.,13,1744277639,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491601047530554120,Cỡ này rồi r xử lý sao,.y400386,꒰ ͜͡➸YeoП•͜•🇻🇳🇰🇷,13,1744274305,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491600238433977104,"Đấy , mn cứ bảo đi đường bthg ai làm j m😭😭😭",m.trangg0212,Minh Trang,13,1744274127,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491582131044172552,mô phật 😥😥😥🙏,thuhang7698,thuhang76,13,1744269905,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491569216585335570,sợ quá😭,dyseftm79erb,dyseftm79erb,13,1744266903,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491771020328846088,Ở đâu cx có nguy hiểm vậy😢,dpluc06,Đinh Phan Lục 💤,12,1744313891,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491713998560543496,Hy vọng a k được thả :((,nobolee,Nobolee,12,1744300607,1
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491712709575951122,nó lấy mũ từ đâu vậy,l.khc.ngn5,Lê Khắc Ngạn,12,1744300307,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491702245648024327,hihi,l.ct.uy271,Huỳnh Minh Hương,12,1744297876,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491688536527422216,ôg kia tỉnh z=)),yuu_aya182,Hướng nội lắm mồm.,12,1744294681,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491686024268497671,đi đường nguy hiểm ghê dừng đèn đỏ cũng k yên,bin_mun4,Pha Lê,12,1744294090,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491677078413607687,thật đáng lo ngại,salon.tranbichthuy,bichthuytran,12,1744292007,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491675506182619922,uu,nghgphuc29,鋒|`,12,1744291640,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491667778254078736,xử lý như thế nào đây?,.auto35,Thịnh Quang Phước,12,1744289851,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491666643673940756,Dừng đèn đỏ cũng ko yên 😢,user773086505,Quỳnh Trang,12,1744289583,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491664873140585234,Cammera bây giờ đầy đường chạy đâu cho thoát,thanhtrung01993,Trung TV,12,1744289171,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491655041293861638,ảnh ngầu 1 cái he,cau01qq,lê cao qui,12,1744286910,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491648737150239506,Xem ảnh mà sợ luôn. 😳😳,todaitai,Đại Tài,12,1744285415,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491645342922081032,rất nhanh các anh công an ạ,chng.l.vlog6,CHƯƠNG LÊ Vlog,12,1744284624,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491641388523291410,Em này bảnh nè 😂,nenota257gamingvn,Nenota257gaming,12,1744283702,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491640557904708359,"theo t nghỉ là trốn nợ
😂😂",tum.tum9595,sắp thành công,12,1744283512,0
https://www.tiktok.com/@vnexpress.official/video/7491513522380131591,7491639378269422344,sợ vậy tr,faredtell,[boy áo đen ]🇻🇳🇨🇳,12,1744283238,0
