line_number,text,emotion_label
17443,bản_án đã tuyên_liệu bản_án có đủ sức răn_đe cho thanh_thiếu_niên,2
17064,quá nguy_hiểm,3
3278,thony sợ v,3
25837,trắng_tay rồi,2
10550,nửa đời sau đi tu,2
18179,cái này cho tụi nó đi đài_hạn chứ ở ngoài còn nhiều người chết nữa,1
27025,mới coi thời_sự xong lướt gặp luôn,4
27325,ở đâu đấy bạn,4
16021,cenly,4
23677,cuối nổ cái hết hồn,3
18372,người ngoài còn cảm_thấy khó chấp_nhận khung xử_phạt này ko biết người_nhà nạn_nhân sẽ sao nữa,2
28299,ở đâu v ad,4
20454,ư ỳ,0
28132,cháy dây_điện ghê_qué,3
5207,gwen made in vn,4
18773,vậy mà nó ra tòa mà nó vẫn cứ cười được,1
3848,dừng đèn_đỏ cũng không yên_thân,1
23691,cúp điện fe,1
16010,xin_lỗi chú vì con đã cười chúc_c thật nhiều sức khỏe ạ,0
26382,sở thế,4
2092,mốt ra đường chắc mặc áo_giáp cho chắc,3
10010,bon nay đủ diêu kiên để goi lên công_an nop phat doi đây phat_nang để chung nho_đoi nhé,1
1609,anh,4
8788,giữ zay sao,0
21086,cảm_giác trong khách_sạn hình xuốn_sẻ ra sao,4
17142,cay,4
15459,chu_choa ui,0
24413,nổ ghê_vãi,1
10490,cũng hok quê đâu,0
23436,giọng bắc nghe thấy thảo_mai thế k,1
8711,parky tìm bố,0
15526,hú_hồn hú_vía,3
1710,tính ra cần thơ cũng hong an_toàn lắm ha,4
24387,chỉ mong trời mưa,2
10717,pik gà luộc hồng đào ăn cứ ương_ương dở_dở nên bị v chứ ko s đâu,4
8857,sợ quá sợ quá,3
15121,tệ lắm thư,2
15529,“ bạn là một viên ngọc_quý trong làng nhạc_tiktok ”,0
10283,e vy bog xào lôn ê_nhuck dùm,2
26008,mấy a chưa cháy cho cháy hết rồi mới vô,1
15533,“ bạn đã truyền_tải cảm_xúc qua từng nốt_nhạc thật tuyệt_vời ”,0
6058,phương,0
7656,khuyên,0
7768,trinh,4
12819,cười hồi nữa là t chết đc luôn á,0
7958,nói ra ông này thương_vk phết nhỉ,0
6118,cải_trắng thích đi du_hí x đỉnh đấy,0
17752,rồi mạng nhỏ đó ai đền,1
23538,bể luôn ở ngay giây cuối,0
9520,sao ko hỏi t ta phải chi hỏiaf đỡ bị té quê r,2
1084,ghê di,2
3852,may k trúng cổ,2
14423,careful bro,3
7335,hên bà vợ chưa đánh_ghen bắt chia_tay với bồ,0
3599,huy,4
4872,tự_vệ dân_phòng dân_phố đội_ngũ công_an đủ mọi mặt vậy_mà vẫn loạn phải_chăng nội_bộ hay do phụ_thuộc vào nhiều tổ_chức như chính_quyền đảng_quân đ,1
14021,ns chuyện sao cứ xưng bố nhỉ,1
23500,2 nhà bên cạnh đái ra máu,1
18381,thương quá,0
25916,sợ quá,3
14938,công_an đã xem và đã vào_cuộc bì_tội_danh “ giỡn_sắc “,1
17821,mấy má làm như mạng người như bút chì_tẩy là viết lại đc ấy bày_đặt kêu ngt trả_giá r thế ai trả mạng cho ngt,1
1419,ông này quen lớn lắm ko đụng đc đâu,1
13168,đặc_sản bổ_túc là vậy mà,4
26321,cứu hỏa đi ngủ rồi a,3
22696,ghe qua,1
23038,a di_đà phật cầu cho k ai bị làm_sao,0
22802,ở đâu vậy bạn,4
460,ê alo,4
18675,mẹ thì khóc cạn nước_mắt con thì cênh cênh như mới lập đc công,2
5910,hanoi giờ loạn_thế sao,3
27264,nhìn toi quá,2
4179,trời ơi lỡ nó mà bị bệnh truyền_nhiễm thì khổ ngta,3
4744,rồi đứa nào bảo mày k làm_gì thì ai làm gì mày ra đây t hỏi,1
15900,sao không mở_miệng trước cắt bên còn lại dức khoác rớt không dặt,1
15441,mint,4
20268,đền no luôn,1
23341,haz ghê thế_tội wua đây là lí_do mình thích ở nông_thôn,2
24714,thế là xin vĩnh_biệt cụ,2
27473,sợ vaic,3
147,thật đáng lo_ngại,3
11928,thôi xong rồi lượm ơi,2
16045,thư,4
7607,sợ nha má,3
6332,bọn nghiên ngập thì đầy sao mà biết mà bắt,1
246,quá nguy_hiểm,3
20257,đang coi mà t nghe mùi khét_á tr,3
10916,dừa,4
14911,t tưởng ông rớt_ròi đó,1
11776,hướng nội hết phần đời còn lại,2
6645,tự_hào quê ở củ chi,0
19414,8 năm 6 tháng đi về lấy số trong tò à cho nó đi xa luôn,1
2331,dại,4
783,hiếu nguyễn,4
8408,jo đi tò thì vk cũg li_hôn àk,0
16685,xl bà nha t hơi ác,1
6267,ôi xuân đỉnh nhà tôi huu sợ thế,3
5912,giờ hn_manh_động vậy sao,4
16987,t xuống địa_ngục đây,2
20738,con ai bên trong k ạ ༎_ຶ ‿_༎ ຶ,2
14824,busy be,4
26397,vo thi ngọc_ngan 98,4
18313,cho_dù hình_phạt có nặng thế_nào cung k_thể trả cô ấy lại cho ba_mẹ gia_đình của cô ấy,2
15179,anh ᡣ,4
16863,luh wuh,4
20911,cặp nào đang kình_kịch giở trong khách_sạn 2 bên chưa xuất thì cũng đến khổ quấn_gói nhanh còn kịp,0
24284,bọn chữa_cháy đâu hết rồi,1
25599,tiếp sau đây là các nhà_cứu hỏa online sẽ vô nhanh thôi,4
18622,ân_hận sợ tò_tội,3
3680,chẳng có trường_hợp nào thoát khỏi tay ca chỉ là sớm hay muộn thôi,2
8851,phim sét karaoke gia_đình cha_mẹ ace parky,4
9062,mobile,0
23506,xin lỗi m nha nhưng nó nổ rồi xì_xì vui vui_á,0
26121,xem thấy thương_cơ mà nghe ông quay_phim ối dồi ui sợ thế mà cứ nổi da_gà thôi,3
13926,đăng khôi,4
2222,rồi chắc hắn xử_tội cố_ý gây thương_tích chứ không phải tội cố_ý giết người rồi làm_sao ngăn_ngừa tội_phạm,1
12835,“ hướng nội hết phần đời còn lại ”,2
16788,ú,0
1307,sợ muốn cht kh dám ra đường lun,3
988,này mà dân bắt được là toi,3
26743,rồi bồi_thường cho người ta hok nhỉ,4
940,nè nhà tên nhi,0
24488,sao xe cấp_cứu tới rồi vẫn ko xịt,1
22453,dây_điện kiểu tao đứng ở trên ngoài đường mà cũng bị cháy lây,2
20630,đấy chậm chễ chữa_cháy hay cứu_thương cảnh_sát này kia là toi ngay thế mà vẫn có mấy người nghe tiếng còi xe ưu_tiên lại del biết nhường,1
450,lâm,4
17543,fai có hình_phạt nặng chứ vài năm ra vẫn chưa sợ đâu,1
11772,chịu các bố,1
7257,e_nể mỗi anh,4
3959,sợ_hãi,3
26197,sợ quá xem mà muốn khóc luôn,3
13534,bối tinh_nghịch,0
8003,rất nhiều vụ giết nhần_tình mà vẫn chưa biết sợ à,3
19292,thả hết đi,4
2388,nguy_hiểm quá đi mong cơ_quan công_an bắt_giữ phat nặng,3
2716,c a_ko mang theo cồng_số 8,4
27795,htps vt tiktok com zgjuermhe,4
1822,pháp_luật vnam_chán lắm có tờ giấy vài tháng về,2
4022,riết r ko dám ra đg lun quá,3
17897,8 năm sau nó ra tù nó lại tiếp_diễn tiếp,1
18820,nếp nhăn hằn sâu đêm về buồn_rầu,2
21778,vụ này ở đâu vậy a,4
28134,vl khác nào hầm bom k,1
27721,cái đầu t đây,1
16599,wàng gắn si_van gi,1
7764,đấy mấy đứa thích làm b3 vào đây mà xem kp ông nào cũng bỏ vk con để theo các nàng đâu nhiều ông chỉ xem các nàng là món đồ_chơi giải_trí bên ngoài thôi,1
4703,công_an vào_cuộc ngày,1
21822,coi di,4
6497,đi xem phim vì là người việt_nam đi xem phim vì là người củ chi đất thép thành_đồng nhà em thờ 2 liệt_sĩ là người củ chi,0
10540,con tôi ở nhà cháu nó ngoan lắm,0
2447,quá liều phạt nặng vào,0
20343,ngay xưa mình ở trọ ở sai gòn nhà bên cạnh cũng cháy mà mình run cầm_cập,3
18825,cho cái án sau nay xin việc nay nọ khó lc đó mới thấm,2
17352,cha nội_ghép cai_nhạc ác_thiệt,0
7131,mình từng đi rồi vừa xuống vài bước đã bị bẫy bởi lối mòn hơi sợ rất khó thở chống chỉ_định cho bạn nào hen suyễn tim sợ côn_trùng bóng_tối ko_gian kín_nha đi vài đoạn là rén rồi,3
4421,vậy là ngầu,0
8651,m thích nhìn đểu t ko,1
2590,đi hơi lâu,4
525,trùi toi 50 t_moi thay cảnh này,4
5059,giờ pháp_luật quan làm sai cùng đi_tu nói gì thành_phần này,1
5097,xuân này con không về nữa ùi,2
7136,khó thở_sợ không_gian kín như tôi không đi được,3
3013,lỡ có người khác sao,2
7268,vậy mà vẫn lắm bé ba vừa lòng,0
24169,nghe pháo_hoa đi ae,0
27667,cho mình hỏi là cháy ở đâu thế ạ,4
3256,sao dám ra đuòng,3
18881,phạt một thằng 20 năm vừa cho cải_tạo vừa đài,1
23725,mình đi rồi mình biết chỗ này là ngã ba,4
14400,tr oi nhìn nguy_hiểm z,3
19537,phát 20 năm mỗi đứa cho mấy đứa s nó sợ,3
27939,thương quá,0
15876,cho tiền bao_nhiêu tôi cũng ko chèo lên đâu,1
24124,gia_chủ ko còn cái j luôn hên là k có án_mạng,2
12359,hu anh hoang,4
7972,sao tất_cả không ở cùng nhau cho vui cho tình_cảm ai_lại làm_vậy,2
8937,sợ thế nhỉ,3
6425,mong tương_lai có thêm nhiều bộ phim về lịch_sử được đầu_tư hoành_tráng dân ta phải_biết sử ta,0
24058,fhabgknsbhn,4
5008,relaxation ghê quá zị a ơi,3
15037,vậy mà đăng_clip cười hay thiệt chứ,0
18766,đau_lòng lắm,2
16235,em quay_vòng trong mơ_hồ,2
25342,cái này là nhà bán gas ở sapa hay sao mà,4
2373,còn đúng 3 s luôn rõ xui,2
16741,tim hộ 5 vd và fl giúp mik vs mik cảm_ơn trước,0
26942,chờ cháy hết nó mới phun mẹ,1
15671,wow just wow,0
27324,sợ vl,3
4395,chúc đồng_chí ngồi tù vui_vẻ,1
6521,miễn_là về lịch_sử thì chắc_chắn ng trẻ sẽ ủng_hộ rất nhiều,4
12942,pupy baby ¿ ¿,0
19763,kế bên đó mà là trạm xăng hay công_ty sản_xuất giấy vệ_sinh là sẽ có câu truyện khác,4
28068,nhà mà cháy thì phải đập đi xây lại toàn_bộ k trừa 1 viên gạch theo quan_niệm ông_bà xưa là nv nếu k hậu_quả khó lường,2
21577,xợ,3
8915,k biết phải nói gì thanh_niên giờ k biết nghĩ gì,2
16865,khánh huyền_chơi trò tấm cám nè,0
18770,mấy đứa này còn cơ_hội làm lại nhưng con bà thì không,1
17433,xử thế_nào rồi mn,4
16293,chi kinh_rứa trời,2
27033,chưa tết mà pháo nổ đùng_đùng,3
14215,vua khỉ mất roi_hên cho a_nha,2
11058,run chạy ko đc thôi,3
22037,khổ không ai bị sao là may_r còn người còn của,2
22125,úi giùi cháy to qá,1
28290,úi giời ơi eo ơi,0
16480,nguy_hiểm quá nhưng_mà ko_nhịn được cười,3
10935,lấc ca lấc cấc,4
17337,mấy chú ở dưới thua mẹ cám mỗi cái váy,0
12318,vừa cái bụng tao lắm,2
4053,tao cần sơ_yếu lý_lịch bọn này gốc_gác từ đâu đến cần thơ vùng_miền phân_biệt rõ để nói dân miền nam làm loạn,1
15823,gì ghê vậy,3
22905,mới cháy sao k ai dắt chiếc xe ở mé đường đi tr cháy luôn dây_điện luôn khiếp thật,3
20122,nó mà lan qua khách_sạn thì đúng cái tên nhỉ,1
19653,tầm bao_lâu bên pc mới tới kịp vậy b ơi thì cháu kinh quá,3
18506,chung_thân,0
21680,nhà bên cạnh ối giờ ơi luôn,2
23139,chờ cháy xong mới chữa_cháy,1
26541,nơi bán chất_đốt thì phải lắp hệ_thống phòng cháy chữa_cháy cùng các nguyên_tắc phòng cháy nghiêm_ngặc chứ,1
27220,tội quá,2
19489,sau nay may co con dem mang con ra ban_lay vai_ty ma an_nha con,2
11732,bảo cắn nửa_viên thôi mà ko nghe,1
2727,thằn này mới vừa ra tò_hk đc lâu_gio bị bắt nữa chắc hk có ngày ra rồi,2
1531,thương,4
14211,nguy_hiểm d trời,3
8934,lại bố à,0
1694,lin gê,1
17478,mới đọc fb cô thấy thương thật_sự,2
4543,thế nên giờ đi ra đường cũng sợ lắm vì bất_thình_lình nó ở đâu phóng xe ra song nó cho nhát thế_là mất_mạng cũng không biết lý_do,3
8887,tao cười hồi_tao có_thể chớt luôn á_bây,0
19792,nghe mấy ông mấy mà ns_mún mệt,2
10731,thik nhìn đểu bố tao kh,1
5125,nè,4
1083,anh 9 5 thấy sợ quá,3
20180,mất nhà mất tài_sản xog còn phải đền mấy bên cạnh,2
6668,ai là người thiết_kế ra cái địa_đạo này thì quả là một kiến_trúc_sư vĩ_đại nhất thế_giới và người ấy chính helo việt_nam hồ chí_minh_muôn năm,0
20357,sao k gọi cứu hỏa à,3
480,ê sợ,3
23938,ước gì được đôi môi như chị,0
20382,nhìn sợ ghê,3
9724,sợ thế nhỉ,3
4504,thua,4
20810,ở đâu vậy cả nhà xay ra bao_lâu rồi,4
248,nguy_hiểm thật dừng đèn_đỏ phải mặc áo_giáp,3
5749,cướp ở hà_nội thì xác_định,3
20461,xợ vái,3
11402,hướng lội hết phần đời còn lại,0
8946,mấy anh nghĩ mik ngầu,4
28274,tội cho 2 nhà bên cạnh,2
1181,tội người ta trời,2
19086,cùng lắm bồi_thường ít với_lại cùng lắm đi 1 2 cuốn về chơi tiếp thôi có ở lâu đâu mà sợ,0
995,bây_giờ ra đường không dám nhìn mặt người lạ chỉ sợ họ lại bảo mình nhìn đểu dễ rước họa vào thân lắm,3
28700,dịch mà_còn zầy thì thôi,1
19556,8 năm có ít quá k nhỉ,2
19791,khách_sạn mây_hổ 2 và long anh kiểu dịch đã k lm ăn đc_j rồi lại còn bị cháy ké,1
8266,trà xanh rét liền,1
19085,tao bị vô_cảm_vs lũ quái_xế này mong luật_pháp_xử thật mạnh,1
7127,anh hoàng_nam tiến mãi đỉnh,0
4539,bất_hết đi các anh công_an sợ thật,3
11702,tao nói khúc đó đội quần,1
1770,may_mà không trúng cổ không thì,2
18293,người đi thì người ở lại thì nhớ cả đời,2
27532,có ai biết nguyên_nhân vì sao nổ ko a,4
23485,bà hỏa ghé thăm,1
10124,chỉ khổ bm thôi,1
15215,nhìn cái cưa sợ cứa vào người chú_ý quá,3
1291,chang,4
5955,ê cẩn_thận nha bà,4
24172,cháy nổ bình_ga mà con_nhỏ kia cứ đòi phun nước,1
3951,chinh ê coi_chừng nha ba,3
23966,xinh quá trời quá đất,0
16901,đọt dừa rớt xuống đất cũng là lúc cây trái dập nát hết,2
2726,đứa nào bán đồ cho nó rách việc luôn,0
15963,nguy_hiểm nha tr_tội chú,3
25909,fpt shop và hai cái khách_sạn kế bên chắc đang niệm phật,4
20518,khiếp,3
20807,xem mà run_run theo,3
17648,khổ nhất lại là những người làm bố_mẹ,2
5879,hà_nội mà manh_động thế,1
3450,trả thù_đời hả sợ thế,3
9257,cha_mẹ thì bảo cháu nó ở nhà ngoan lắm,0
6246,hải_nam cứ liệu_hồn 14,1
9013,huong nv1 thì đổi tên lam,0
12228,boy phố,0
11199,hướng nội hết phần đời còn lại,2
10694,các ông con giờ ngông_cuồng lắm,1
79,tùng bò đâm là cái gì vậy tr,4
13452,quậy hậu_giang thích nhìn đểu khong,1
19175,đã 6 còn ngur có 8 năm rưỡi,4
13801,parkychoa,4
27347,thương chú chủ nhà_thương con mà xách cả bình gas ra ngoài,0
23535,tội_nghiệp mấy cặp đang hành_sự bên khách_sạn,2
20163,năm nay sao vậy cháy nhiều quá,2
5721,bây h công_an hà_nội đâu,1
10996,ngầu thì làm đc cái gì ngầu đc vài giây xong ngã,1
12109,hộ tớ 3 vd gim vs ạ,4
16344,nì fơ giải không tồi,4
14502,cho 1 like vì video quá chất_lượng,0
3528,cái đo mà kim tiêm thì sao chời ghê quá,3
24836,khúc cuối giật mik luôn á,3
24322,hu sợ quá ơi cậu xem xong chắc như xem phim kinh_dị í,3
19701,dịch đã khổ lại còn cháy khổ cả nhà hàng_xóm thiệt_hại nặng_nề may_k thiệt_hại về người cháy cửa_hàng ga sáng nay tại đương_thạch sơn xã sapa,2
27108,vl,1
1270,phải sử_lý nghiêm mới k có người thứ 2 tưởng trong phim mới có thời_buổi này ghê thật,1
8676,có được cộng điểm thi không nhỉ,3
25669,nhanh_trí chạy xuống ôm bình ga,0
18370,một phần cũng là cái số người cũng mất có đau buồn mấy cũng k sống lại được xin hãy mở lòng khoan_dung cho người còn sống họ cũng trả cho cái giá của mình rồi,2
8899,hướng nội hết phần đời còn lại,2
26687,con_bé toàn vãi vs vẽ thui_á,0
28166,vừa_mới coi ở trong facebok xong,4
20763,ở đâu thế ak,4
4462,sợ thế pháp_luật nên mạnh_tay hơn_nữa,3
8290,kh phải tao nhé,0
24402,sợ quá,3
17422,phạt cao nhất cũng chỉ gần 9 năm tù hình_phạt này quá nhẹ,2
24998,con đầu là khạch_sạn,0
28513,lửa gần rơm lâu ngày cũng miễn_phí,4
25836,toàn khách_sạn mà nếu trog khách_sạn có chắc vui lm luôn,0
4764,sợ thế,3
8633,đau 1 nhục 1000000,2
18702,ko thấy báo nói về mức án nhỉ kết_quả sao mọi ng,4
14169,tim để miễn_nhiễm tất_cả trong bl,0
16118,bayangin mesinya masih nyala trs tiba kelempar sm org yg di_bwh,2
17206,thánh_thần ơi,2
19446,k tha_thả ra trật xh,1
5907,hà_nội giờ có cả cướp,3
18669,cứ phải làm căng cho bọn nó sáng_mắt ra,1
22722,quá nguy_hiểm,3
17261,ngoc,4
24184,ace vs blackbeard,0
24957,xin vĩnh_biệt cụ,2
26325,mong tất_cả bình_an,0
8384,hảo hán,0
8591,mấy e ba bi_tờ ry có ý_định làm chính thất_chắc cũng rén,3
14157,nhìn nguy_hiểm ghê_á,3
2451,chịu tk này r,4
25639,tôi định_cmt là thấy cháy vậy còn không ra dập lửa giúp người ta mà_còn ngồi quay nhưng_mà thôi,1
2609,đấy ca đấy ai k khen đi lúc lắm coa mà,1
24626,vậy là của đi thay người rồi,0
9320,nhìn vội 2 thằng nghỉ học 1 thằng ở nhà quậy gđ,1
2021,ve,0
18208,bản_án lương_tâm sẽ hành_hạ các e hết cuộc_đời,3
12117,ủa lấy cả mũ luôn,0
1037,mong cơ_quan pháp_luật sử thật nghiêm,2
26394,sao đám cháy này giống thật thế nhỉ,0
25209,tội cho 4 bé bị mắt kẹn bên trong quá mong là 4 bé ko sao,2
13042,chưa đủ wow,4
9662,ko nón bh chở bà nè,2
18357,đau_lòng,2
27316,dịch đã khổ còn gặp cảnh này nữa chia buồn cho gia_chủ hi_vọng gia_chủ bình an_tai qua nạn khỏi,0
26246,cứu hô ma cung chua đen,3
16291,mấy ông này liều_mạng thật,1
19121,quá nhẹ thật_sự cần hạ_tuổi xử_lý thật nặng chứ vậy ko công_bằng,2
5629,riết ra đường hồi họp ghê_k biết chuyện j sẽ đến,3
46,giờ gặp đèn_đỏ chắc vượt luôn chứ giờ nguy_hiểm quá,3
17886,nam mô_a di_đà phật,0
17626,chế tui cx gần đám_cưới vậy mà,4
22508,cháy thì cháy r nhưng nhìn cái nhà bên cạnh xót thay,2
21909,nhanh_trí mượn cửa thần_kì của doraemon và báo cho nastu,0
7076,đã xem địa_đạo thật_sự rất tự_hào,0
10454,tr ơi_là tr quế quá,2
4458,tiên cá_quàng păng dá,0
5697,phải tóm_đc nó làm_gương,1
22580,thề giọng chủ tus nghe ko hề giả_trân lun,0
20492,như bắn pháo_hoa,0
24019,nhức nách luôn người đẹp,1
12274,hậu của giải_phóng miền nam toàn mấy thg ăn cháo đá bát cmt,1
1434,này à,4
2527,trắc nó cảnh_cáo dừng xe giữa đường,1
19559,sao ko phạt tiêm thuốc hết đi,1
11276,nguyen306,4
8116,vk biết kiểu j_chả ly_hôn,1
10376,cười cht luôn cx đc,0
27864,chỗ tao hôm trước có cháy cột điện,4
25469,xong chuyến này đền tiền mấy căn kế bên đã lun,1
6471,dùng kĩ_sảo quá tốn_kém thì đứa bảo k thực_tế r bảo_tệ r dùng hàng thật thì kêu nguy_hiểm,1
2977,5 nhơi,4
14797,vãi gì mà ghê_vãi cây nó quăng cở đó,3
24481,ủa mà cháy,3
16606,phương,4
18570,không ấy chuyển từ án số thành_án chữ được không ạ,4
722,dời,4
20226,dập sí không nó cháy dây_điện lụy người_dân bên cạnh,1
24942,khói ghê quá chòi oi ghê_quad hên rà ra ngoài hết á mà lát chủ nhà thấy mùi gì khét khét_phát hiêni ra từ nhà mik cuối_cùng trái mẹ nhà,1
12229,t cười 1 hồi t có_thể cht luôn,0
1103,đi 1 m thì gáng tranh_thủ về sớm đi nè em nhắc hoài,0
17519,ai cũng có gia_đình người đi người ở lại tại_sao người còn lại ko tạo điều_kiện cho ngta làm lại cuộc_đời,2
17409,tụi nó xuống xe chở phạm_nhân còn cười đc mà,1
12234,thằng bị đánh chắc củng_k dám cười lớn,1
22682,ám_ảnh thật_sự,3
586,xong vứt đấy,2
13165,thi yen nhi,4
13723,khái_niệm nhìn đểu,1
14276,nguy_hiểm quá,3
5016,hên mình k dc đi chs buổi tối,2
28102,khổ thật đã dịch rồi thì chớ,2
25920,xe cứu hỏa kiểu gì chả thay đeb,1
14363,sợ,3
