line_number,text,emotion_label
41,r khi quay đầu k có xe_tải nào hết hả,4
42,kiểu nài ai dám xuống cân_thơ chơi nữa trời,3
43,namki tôi đó,0
44,tự_nhiên ra đường_cái k đụng_chạm j ai củng_sợ ngang,3
45,ủa ở vũng tàu má ơi,4
46,giờ gặp đèn_đỏ chắc vượt luôn chứ giờ nguy_hiểm quá,3
47,lúc đầu thì tùng bò đâm xong 1 lúc sau thì vào tù_nha,0
48,bắt đc chưa,4
49,bên mỹ à,4
50,nghe cần thơ nổi hết da gà,0
51,người ta nhắc_nhở thôi có làm gì đâu,4
52,trường con nam_định sợ nhất những người như này “ âm_thầm làm phát đi luôn “,3
53,trường con sợ nhất những người âm_thầm,3
54,khen ca địa_phương quá giỏi,0
55,giờ camera đầy đường có chạy đằng trời,4
56,tui bên đồng_tháp vợ tui rủ qua cần thơ chơi rồi thấy video này đưa cho vợ xem có muốn đi_nữa kg,0
57,công_an việt_nam đỉnh thiệt,0
58,thằng em áo đen ko hiểu chuyện gì luôn tội_nghiệp dữ_thần,2
59,sợ thế ra đường giờ ko biết_đâu mà tránh,3
60,luật rất nhân_đạo nên ko trông mong lắm vào quyết_định sau_cùng,4
61,ra người gặp kiểu này sợ không giám_ra đường luôn pl phải vào_cuộc giúp dân,3
62,bắt quá nhanh công_an việt_nam mình quá giỏi xuất_sắc,0
63,ngay nhà mình,4
64,riết chắc tới đèn_đỏ rồi núp luôn quá chứ lâu_lâu cũng thấy ô_tô đâm vào xe đậu đèn_đỏ quài_h thì còn bị ăn kéo ko có chuyện này thì có chuyện khác,1
65,may_mà bắt sớm chứ sợ thật,3
66,21 h 8 4 hả lúc này t cũng đang ở ngoài đường luôn á_chài hên bên đường khác t ở cần thơ,4
67,gì trời xã_hội_kì vậy,4
68,trời ơi trời sợ quá trời khổ thiệt_tội_nghiệp em dừng đèn_đỏ quá,3
69,bộ công_an nên đề_xuất làm_sao để không xảy ra những vụ như này mới đúng,4
70,sợ thế,3
71,giờ ko_lẽ ko đi ra đg luôn nghe mà sợ,3
72,giờ ra đường chắc phải mặc áo_giáp vào chỗ ăn toàn,1
73,tự_dưng họa đâu tới zị,2
74,về đồn là hiểu liền ko đùa dk vs các ah đâu,4
75,anh_em gì của gwen hay gì mà cắt tùm_lum vậy ba,1
76,ôi trời,0
77,công_an việt_nam quá đỉnh,0
78,gwen đi top chắc bị gank nhiều quá,0
79,tùng bò đâm là cái gì vậy tr,4
80,rút ra mình ko nên dừng đèn_đỏ,4
81,giờ ra đường đủ thứ trên đời,4
82,giờ ra đường đủ thứ trên đời,4
83,nhà_nước mình nên đầu_tư thêm camera an_ninh trong ca nước,4
84,ta nói giờ ra đường phải nhìn trái phải ngược_xuôi hơn cả hồi chiến_tranh nữa,1
85,gwen có 10 mạng hả,4
86,thằng nào em gwen thằng đâm hay thằng bị đâm thằng gwen là thằng nào,1
87,ông a này nói solo top ko tao cầm gwen,4
88,trời ạ cũng may bị_thương ko làm_sao,4
89,hên có camera_k thì bik ai sợ quá trời,3
90,xh loạn thế,4
91,sợ vậy mốt chắc không dám đi ra đường vào ban_đêm luôn quá,3
92,quá xợ luôn,3
93,pháp_luật còn quá nhân từ cho những vụ như này,1
94,gwen việt_nam à,4
95,tiep phan 2 di,4
96,sợ thật,3
97,trần_gian này kỳ vậy,2
98,gwen made in vn,4
99,đứa nào tìm gwen k v,4
100,cho những_ai k biết gwen là 1 tướng trong lmht,4
101,gwen stacy bạn gái của peter hả,4
102,tiep phan 2 di,4
103,cho e xin phần 2,4
104,hộ em vid mới với ạ,0
105,cà_mau hay j mà,4
106,vn chỉ mấy pha dừng đèn_đỏ là nhiều nhất,4
107,gì ghê v mom,3
108,hóng,4
109,22 tuổi là tuổi mùi năm nay tam_tai đó,2
110,dừng đèn_đỏ cũng ko yên,3
111,công_an vn mãi đỉnh,0
112,k dám dừng đèn_đỏ nữa,3
113,cái tui sợ ở đây là kb vũ_khí đó có bị nhiễm gì k,3
114,sợ thật xem lo cho bạn nam bị không biết bạn ấy khỏe chưa,3
115,đó là lí_do ae nên cố_gắng để mua ô_tô nhé,4
116,chắc đang làm nhiệm_vụ hệ_thống,4
117,thôi xong cầu_mong anh đi xét_nghiệm ko bị j,3
118,đến t còn k hiểu nói gì đến ổng kia,4
119,a đó bị j ko ạ,4
120,ủa zalo,4
121,ông đó lm j anh kia v ạ,4
122,quẹo phải có quán chay ngay chùa ngon lắm á,0
123,ha,0
124,quá nhanh quá nguy_hiểm,3
125,rút ra bài_học đi oto cho chắc cú,4
126,nguy_hiểm quá,3
127,bản_lĩnh đấy,0
128,sao thấy có 1 ng mà nói 2 vay ạ,4
129,đã làm gì đâu,4
130,r ông kia có s k mn,4
131,tội a áo đen đang chờ dừng đèn_đỏ ổng chạy xe tấp vô_lề muốn không nổi luôn,2
132,nguy_hiểm vậy,3
133,cạn lời,4
134,thấy tội anh kia dữ,2
135,chi trời,4
136,ca tìm ra quá giỏi,0
137,cỡ này rồi r xử_lý sao,4
138,đấy mn cứ bảo đi đường bthg ai làm j m,2
139,mô phật,2
140,sợ quá,3
141,ở đâu cx có nguy_hiểm vậy,3
142,hy_vọng a_k được thả,2
143,nó lấy mũ từ đâu vậy,4
144,hi,0
145,ôg kia tỉnh z,4
146,đi đường nguy_hiểm ghê dừng đèn_đỏ cũng k yên,3
147,thật đáng lo_ngại,3
148,u,2
149,xử_lý như_thế_nào đây,4
150,dừng đèn_đỏ cũng ko yên,2
151,camera bây_giờ đầy đường chạy đâu cho thoát,1
152,ảnh ngầu 1 cái he,0
153,xem ảnh mà sợ luôn,3
154,rất nhanh các anh công_an ạ,3
155,em này bảnh nè,0
156,theo t nghỉ là trốn nợ,0
157,sợ vậy tr,3
158,đố anh bắt đc em,0
159,tội chồng mình quá à đứng đậu đèn_đỏ cug k xong hu,2
160,ngầu qó,0
161,má ơi ngay chổ tui làm,0
162,trời_đất ơi,2
163,bạn đặt_hàng,4
164,könen sie mir ihren namen miteilen,4
165,chắc định_ẩn một thời_gian đó,4
166,tiktok nó là thích đi tù,0
167,tội cho ace đi đường,2
168,quá trời nguy_hiểm rồi,3
169,bị bắt r,3
170,thương em quá trời,0
171,có lm ji đâu k,0
172,sao mà giờ nó lộng_hành thế,1
173,con_cháu nhà có cơ_to lắm không ai làm được gì đâu,1
174,rồi bạn đó ntn rồi ạ,2
175,ê_sợ nha hk dám đi làm khuya lun,3
176,sợ thật bà_con ơi,3
177,cần thơ tôi quá nguy_hiểm,3
178,nguy_hiểm,3
179,quá nguy_hiểm luôn,3
180,công_an phường ở cần thơ cũng lên chức lãnh_đạo nữa hả,0
181,hết muốn ăn cơm nhà rồi,2
182,ra đường cũng thấy hoang_mang,2
183,từ nay cẩn_thận khi dừng đèn_đỏ,4
184,chán cơm nhà,2
185,chán cơm nhà thèm_cơm nhà_nước,0
186,hi,0
187,có nhiều thể_loại ko_thể hình_dung ra đc,4
188,ko sợ kẻ_thù chỉ sợ vô_cớ,3
189,từ mai ra đường mặc áo_giáp thôi thật đáng sợ,3
190,sợ quá ah,3
191,thời giờ khó nói trước đc,0
192,cảm_ơn công_an,0
193,cần thơ nhiều người tài,4
194,ê nhìn đau qs,2
195,trời trời giờ ra đường nguy_hiểm vậy ne sợ_hãi,3
196,này mà gặp hình_sự thì sao nhỉ,3
197,nguy_hiểm vậy chèn,3
198,tối_qua gặp ông này chạy ngang nhà,4
199,khổ người đi đường vô_tội,2
200,ừ thì tùng bò bò thì vào chuồng thôi,0
201,hóng,4
202,khổ thân,2
203,ôg kia chắc sốc lắm,4
204,hết nói,2
205,cái tên nói lên tất_cả,0
206,nam mô_a di_đà phật,0
207,cau xin on_tren ban cho binh_an nam_mo a di_da phat,4
208,hóng phần 2,0
209,thoi hị ít bữa tôi ko dừng đèn_đỏ đâu,4
210,xuân này con ko về,0
211,mô phật,4
212,nam mô_a di_đà phật tội_nghiệp thằng em,2
213,nam mô_a di_đà phật,4
214,má ơi khứa đi cái xe ik style tui luôn,1
215,nguy_hiểm quá,3
216,bị afk hay sao tự_nhiên đứng yên ở mid vậy ta,4
217,hay quá,0
218,từ_chối hiểu luôn,1
219,mốt t khỏi đi đâu t ở nhà,4
220,kì này ốm đòn nhé vô mấy ah ca chăm_sóc đặc_biệt,2
221,s riết sợ con ng ghe,3
222,ổng lựa lúc vừa sang đèn_xanh,1
223,sợ xã_hội này quá,3
224,cắn thuốc rồi,2
225,sao lai có ng_kỳ vay,4
226,xe ware đẹp,0
227,rồi luôn chắc_t ở nhà luôn quá,2
228,rùi ăn cơm nhà_nước rùi,0
229,tui là đang lót_dép hóng vụ này,0
230,không hiểu,4
231,đại ka,0
232,sợ thật,3
233,chạy đâu cho thoát,1
234,sao k phải là dân bắt được nhỉ,4
235,thật_sự xem mà hoảng,3
236,nó nói cái gì truoc khi đi nghe không rõ luôn,4
237,sao lại có người như_vậy trời,2
238,kể từ đây ko_lẻ ta vượt đèn_đỏ chứ thấy bất_an quá,3
239,tr ơi,2
240,ko dám ra đường,3
241,ê_t đang tính mua xe_máy luôn á_bay,0
242,y_chang giấc mơ cách đây 2 ngày của tôi sợ_vã cả mồ_hôi hột,3
243,sợ qua,3
244,hết muốn ăn cơm nhà,2
245,đậu chờ đèn_đỏ giờ nguy_hiểm luôn rình_rập,3
246,quá nguy_hiểm,3
247,quá sợ,3
248,nguy_hiểm thật dừng đèn_đỏ phải mặc áo_giáp,3
249,chơi game cay nhau chắc luôn,1
250,giờ ra đg sợ quá,3
251,riết kg dám ra đường,3
252,haz,2
253,sợ v,3
254,wa tuyệt,0
255,đồ ngon quá mà,0
256,trời ơi_chất không dám dừng đèn_đỏ nữa quá,3
258,sợ thiệt ta ơi,3
259,c an vn quá giỏi,0
260,sao bắt_dc hay vậy mõi người,4
261,xử_lý nghiêm,1
262,kiểu này sao đỡ được,2
263,chả hiểu nổi,4
264,gì v trời,4
265,a di_đà phật à,0
266,chỉ có ở cali,4
267,bởi tui ít_ra đường là vậy sợ_hãi,3
268,công_an làm_việc nhanh thiệt tôi qua mới xem clip tôi nay thấy bi_bắt rồi,0
269,trời,4
270,không nghe được gì,4
271,sợ vậy má,3
272,translation please,4
273,câu sau ổng nói m coi_chừng t á,1
274,t,0
275,mới có 14 04 mà nói tới 30 4,4
276,hết nói nổi xã_hội này r,2
277,cười xỉu,0
278,sợ thật,3
279,sợ luôn,3
280,g wen là ai nó là vua à,1
281,t,4
282,sợ nhề,3
283,này thì vn an_toàn,0
284,nguy_hiểm quá,3
285,ra đường k_lường trước được sợ thật,3
286,coi_thường pháp_luật à,1
287,dừng đèn_đỏ sao mà chạy được nhìn biết chứ,1
288,lại gặp công_án thôi,4
289,thằng này về đồn sướng,1
290,xem thôi cx sợ r á,3
291,mày nghe bài trình chưa,4
292,manh_động quá,1
293,lý_do là gì trời,4
294,giờ ra đường không biết sao mà nói nữa quá nguy_hiểm luôn,3
295,sợ_hãi quá,3
296,1 lý_do mua xe_hơi à,0
297,gta 5 à,0
298,may lúc đó t ở nhà,4
299,trên đời ni thứ chi cũng có,0
300,đỉnh luôn,0
301,thứ j vậy tr,4
302,muốn đi tù,2
303,t,4
304,các nạn_nhân bị_thương sao rồi ạ,3
305,riết rồi t sợ cái xã_hội này quá,3
306,đã ai làm gì đâu,2
307,nước càng giống mỹ_giờ ko dám nói vn ăn toàn nx,2
308,phải_chăng mấy án nặng bây_giờ nhân_đạo chưa áp_dụng lại chắc bạn í nhờn,1
309,1 động_lực làm ca,0
310,thời nay quá dử,4
311,gửi tí quà nhỏ á mà,0
312,ra đường cũng thấy sợ,3
313,thấy ms nói lời của thầy hữu_giang,4
314,sợ thật bây_giờ sao nhiều người ghê_gớm,3
315,sợ thật_sự luôn,3
316,tự_nhiên giờ dừng đèn_đỏ thấy ghê ghê,3
317,nó hông_đc bình_thường,4
318,xin địa_chỉ mua áo_giáp ạ,3
319,giờ ra đường sợ ghê_ko làm gì cug có_thể bị nguy_hiểm,3
320,2 người kia có sao ko ạ,2
321,loại người này là cái gì nhỉ,4
322,xem trên hóng hớt đường_phố ấy,4
323,cá tháng tư,4
324,chắc ôg bị thất_tình hay sao đó nhờ,2
325,đó h ra đường tui sợ nhất là nv mà chưa thấy giờ mới thấy càng sợ hơn,3
326,chay gi ki vay,0
327,ôg kia ns j z,4
328,59 à_tưởng 29 làm loạn,0
329,hay quá,0
330,ê_sao tỉnh bơ_dị,4
331,nam mô_a di_đà phật,4
332,ha,4
333,sao mk ko gặp nhỉ,0
334,cmt toàn mấy đứa tư_duy ngược mệt thật,1
335,chịu,4
336,bắt ngay,1
337,sợ vậy trời,3
338,bgiờ cd quét_mắt thì phạm_tội chạy bằng trời nếu ca chịu ra_tay,1
339,rep mai nhặt đc 500 k,0
340,hi,0
341,cần thơ nhiều người sd mt quá,4
342,chắc lấy số vớ vẩn ấy mà chứ có vẹo gì đâu,1
343,tính ra giờ ở hiền ra đường cũng vẫn bị làm_phiền,2
344,vietnam,4
345,hắn nói gj vậy mới người,4
346,đau á_fen,2
347,gặp thg khác nó rượt theo nó bả cho thì lại thôi,1
348,tưởng mik là sát_thủ chuyên_nghiệp hả,1
349,xem phim_mỹ nhiều quá,4
350,tùng bỏ đầm là gì,4
351,nguy_hiểm qua,4
355,kala koba safe sa_davao,4
361,jir komen nya,4
362,wala bang translation dito sa_coment section,4
368,khán_giả ko nên làm theo vậy ko ghi là ngta làm theo hả,0
369,ra đường chỉ sợ gặp những thằng như_vậy,3
370,nghe bảo namki văn_minh văn_hóa lắm ra đường ai cũng lịch_sự,4
371,nhờ camera mà bắt được nhiều vụ,4
372,hay định gây tên_tuổi đây,4
373,lại là cần thơ đúng là bản_chất namki,0
374,chỉ sợ lây bệnh gì thôi,3
375,lên phường hết,1
376,đang yên đang lành gặp toàn gì đâu không tội_nghiệp thiệt,2
377,sợ nghe,3
378,chắc sau dừng đèn_đỏ mặc áo_giáp quá,3
379,mấy nhóc con 2 k3 này,4
380,quay mà cũng không thấy mặt nửa,2
381,bắt luôn ròi ở đó mà ko_động vào dc đâu,1
382,ko hiểu kiểu gì,4
383,nó muốn nổi_tiếng,0
384,người miền nam văn_minh_hào sểnh,0
385,nói j ko nghe,1
386,j vậy giờ đứng đèn_đỏ cũng sợ nữa trời,3
387,tính lấy số hả cưng,0
388,phạt thật nặng,1
389,1 1 mà sợ,3
390,tự_nhiên lạ thật,4
391,người thường k muốn cứ muốn làm anh_hùng,4
392,hết việc_làm,4
393,chắc mặc áo giáp ra đường quá,3
394,sợ vậy,3
395,chán thật,2
396,thua,4
397,tụi bây đừng nghi là ko có các anh công_an là tụi bây_thoát nhung tụi bây nên nhớ công_an có đôi mắt_thần đấy đừng giỡn_mặt với chính_quyền,1
398,chỉ là game chửi wá àk,0
399,ra ngoài đường giờ cảm_thấy sợ,3
400,này namcali thôi người mn_ko như_vậy nha,4
401,chắc thức_tỉnh hệ_thống kêu làm nhiệm_vụ,4
402,ra đường gặp mấy tên kiểu này sợ vãi,3
403,nó lam nhiệm_vụ vào ms13 hay gi đó,0
404,cách để có danh_tiếng hả,4
405,sợ quá trời luôn,3
406,con_người cứ làm_sao ấy nhờ,4
407,hết muốn ăn cơm mẹ nấu muốn ăn cơm nhà_nước nuôi,2
408,xem tiếp,4
409,phải xử thật nặng,1
410,trời ơi thời_đại j vậy,4
411,hồng quân,4
412,đang thể_hiện cách làm của 1 anh lớn à,4
414,miền tây yêu_dấu tội_phạm đứng top 1,2
415,đúng là chả cần lý_do,1
416,sao lại kì lạ vậy,4
417,quá manh_động,1
418,bị bắt lên phường vô_phòng đi k nổi với mấy anh ca,1
419,sao trong nam toàn những thể_loại người gì đâu ko cái ji cũng có,1
422,công,4
424,ghê z,1
425,ta có cùng cảm_xúc,4
427,ngân ê,4
428,tâm ghê_ko dám đi khuya lun,3
429,thạnh nhìn cái đường quen quen,4
430,tuệ minh_thiện,4
431,cô 92,4
433,nguyễn4858 lại thêm lý_do mua ô_tô v,0
434,hạnh_phúc ghê m,0
436,kjên,4
439,thúy,4
440,cần thơ,4
441,sử gì v ba,2
443,sơn,4
445,xe_ôm shop,4
446,˕ •_ྀ ི_≼ đòi xuống cần thơ nè,4
450,lâm,4
460,ê alo,4
461,la,4
463,ai hại a vậy k,1
464,dung,4
465,nguyen,4
466,dental cần thơ,4
470,ngoc_minh nhu,4
471,vụ ông thầy kể nè,4
472,cải_hồng,4
476,ra đường là nguy_hiểm,3
480,ê sợ,3
482,sơn,4
484,anh,4
485,omg,4
487,hi_mí,4
491,huyền bình_thường,4
493,hồ an_tiên,4
495,vn giờ khiếp quá ri_san ơi giờ mình về hay ở đây ly,3
496,hưng,4
500,chân,4
501,sợ nha,3
502,nhờ camera,4
504,huỳnh_quốc_khánh,4
506,nhớ xét_nghiệm máu nhé,4
507,hân,4
508,mỹ,4
510,quýt xi,4
511,cẩn_thận xã_hội lúc này đó,4
513,quả xe chỉ luồn kim,0
514,nếu_như k phải ở trong nam mà là ngoài bắc thì kiểu gì cũng có mấy ông nhảy vào kì_thị,1
517,đúng là chả cần lý_do,1
518,a này thế_lực xã_hội_đen cần thơ còn sợ nhà nươ1c k đụng được đâu thả anh về với vợ_con anh ấy đi xin đấy anh ấy thực_sự thế_lực rất ghê_gớm,1
519,bữa t đi làm về ăn_khuya cũng vậy may vứt xe chạy không sml tại chợ hòa_khánh đà_nẵng báo ca mà có thấy nghe gì đâu 2 thằng mắt đỏ như tắc kè,2
520,công_an làm_việc nhanh thiệt tôi qua mới xem clip tôi nay thấy bi_bắt rồi,0
521,bởi nhìu lúc đi xe tôi cung hay sợ như_vậy nhìu lúc đi đg cứ bị sợ như_vậy,3
522,minh nguyen,4
525,trùi toi 50 t_moi thay cảnh này,4
526,quận linh_kiều,0
527,loà,4
530,quá nguy_hiểm cho người_dân,3
531,bị bắt chưa mọi người,3
532,nguyen wu,4
533,ngọc ê_nè,4
534,kiểu muốn lấy số lấy má đây mà,0
536,gần tr của a,4
538,quyền nguyễn,4
539,xử_lý nghiêm_lam_gương cho kẻ khác,1
542,mấy a áo xanh đụng vào vá trời kìa,1
543,dư_âm của bột mì,0
544,hôm thứ_năm đang ngồi trong nhà một thằng ngào dá chạy vô nhà chửi mình như đúng đòi lấy lẩu tay mình luôn,1
546,nguyen,4
548,thi,4
549,trời ơi,0
550,vương,4
551,pham,4
552,cũng may thanh_niên còn bình_tĩnh tấp xe vào lề nhìn sợ thiệt,3
555,ghê vãi nồi htps youtu be x4alvnljtwa si rtsnzlnih59wqwuy,1
556,duy,4
559,đừng thả ra,4
560,thế nó là người sắt hay sao mà không chạm được nói gì năm cam chủ_tịch nước còn bị buộc từ_chức nữa kìa,1
562,sợ quá may nó k đâm vào tim,3
564,bắt bỏ tòa,1
565,có_thể phạt ít trăm lại về,0
567,k_lẽ h ra đường mặc áo_giáp cho an_toàn,3
571,quá gây,0
572,các anh công_an nước mình quá giỏi quá tuyệt_vời,0
573,ngân_nguyên,4
576,mình muốn xem tiếp phần hai,0
577,đề_nghị nhà_nước bảo_trợ nó lâu_lâu 1 chut,4
578,suy,2
579,hồ,4
580,bắt nhốt kỹ,4
581,gia,4
584,trần,4
586,xong vứt đấy,2
587,mỡ bệnh,4
589,r ơi,4
590,chí hào_ác thiệt chứ,1
591,đi ra đường h sợ v,3
593,quỳnh,4
594,anh đó thấy vẫn bình_tĩnh nhỉ_nể thật,4
596,sợ,3
597,rong 4 0 ghê,3
598,2 chữ hận đời,2
599,lý_do củng_do lấy vợ người ta đó,1
600,sợ thật chứ chuyện gì cũng có_thể xảy ra,3
601,sao lại kì lạ vậy,4
602,pháp_luật là can_cân hãy tin vào pháp_luật,4
603,làm_vậy để dc vào ăn cơm tò,1
604,trước khi hắn đi hắn nói to rồi gì nữa vậy k nghe đc,4
605,cố_tình vào to sau đó thử_thách vượt_ngục kịch_bản này t xem rồi,0
606,ui ghê,0
607,đang tìm_kiếm bố_mẹ ruột mất_tích ấy mà bố áo xanh mẹ áo vàng,2
608,anh lê,4
609,chú em này mà anh bắt được bảo_đảm em_sẻ bỏ cơm 1 tháng,1
610,may là ko cầm xi_lanh,3
611,yeu_minh anh,4
612,cái tội jk rừng cầm toro nè,0
613,hong lẻ nào ông đó muốn vô tù_thủ_tiu ai hong tar,0
614,luân,4
619,bạn t á,0
621,bắt dc phạt nặng vào,1
622,vừa xem trên telegram,4
623,cả nhà mình ơi_ly do đâm là gì ạ,4
624,anh tùng bảo_trọng người_nhà và dòng_họ anh sẽ hưởng_thụ quả báo hộ anh,1
625,người này nhà có điều_kiện nè,4
626,ghê vậy tr,1
627,thấy au sáp_sáp lại_lại là né liền cho mẹ,0
629,tim để gia_đình hạnh_phúc bình_an,0
630,sợ v tr ra dg lỡ cx bị âm_sao tr,3
631,kiểu kiểu gì,4
633,đang muốn vào nam mà t_nghĩ_lại rồi ngoài bắc vất_vả_xíu mà k lo trộm cướp_giật ngoài đường chứ vào nam mà ntn thỳ chắc xỉu,2
634,chắc tại dừng đèn_đỏ không gọn,4
635,ý nhắc ê_xanh rồi chạy đi,4
636,h mà nó còn đc gặp hưng_phí nhọn thì,2
637,khen ca mình quá giỏi mới đó đã bắt đc,0
638,ra đường coi_chừng,3
639,dừng đèn_đỏ cũng kh xong,2
640,nhi ê_má cảnh_giác,3
641,cái này ở ngoài bắc thôi chứ trong nam sống tình_cảm lắm tui chưa thấy ai nặng lời ai bao_giờ,4
642,ê_t với m cbi,4
643,mới ra tòo xong muốn vào lại hay sao á,0
645,may đó là kéo,4
646,hồng loan huyền anh liễu,4
648,bình,4
651,mình ca bắt kiểu đó là chắc_ăn hết chống_cự,1
652,ê_khúc nào v nghe dchi r mà kh nhận ra dc,4
653,cũng may là e_trai không bị_thương nặng xã_hội giờ chuyện gì cũng có_thể xẩy ra được,2
655,liệu trong trái ổi này có sâu ko,4
656,tôi xin hai chữ bình_yên,4
657,chúc_mừng các ah_hùng vn,0
659,quá suy,2
660,100 sẽ có đứa vô_cmt kêu ổg nhắc_nhở hoặc ôg kia chs đt trên xe,2
661,khổ thân,2
663,giờ ra đường cx_sợ nữa k làm gì cũng bị đâm,3
665,tùng quả này cung_toang,2
669,được phét_xử tại_chỗ k ae,1
670,noc ei đi bth cũng k yên_má,1
671,la,4
674,cháu muốn đi tò,4
675,chắc chưa biết đoạn này có cam,4
676,thuận,4
677,từ bụi bay ra ngộ_ko gõ 1 gõ nhưng ko dc,2
678,này pk,0
679,thấy ông đầu hơi_thốn nha,1
681,xã_hội giờ sợ quá,3
683,chả thằng nào không giám_đụng ra pháp_luật thì mặt vàng như nghệ,1
684,lấy số,4
685,em nhận sâu nhé,0
688,sợ quá,3
689,tên em đi thùy_linh hồi sáng thầy kể ne,0
690,xã_hội bây_giờ không biết đường nào mà lần,2
691,bé na,0
692,cuộc_sống giờ mong_manh thật,2
693,sắp ngầu rồi cố lên,0
694,ngay 30 4 lun vợ,0
696,an,4
701,nhà điều hòa có k muốn ở lại muốn ủ tờ,1
702,ngọc,4
703,chi_hảo cẩn_thận nha,4
704,ra đường giờ thấy ghê ghê,3
705,ngô,4
708,thôi xong,3
709,tốt,4
712,beo pinky kéo bà ơi,0
715,mỹ_khánh,4
717,horible,4
719,nhiệm_vụ tân_thủ,4
720,nguyễn bị bắt rồi yên_tâm đi học,4
721,không lý_do mà làm_vậy sao,2
722,dời,4
723,kiệt khang,4
724,nghỉ ra đường,4
725,ôg đó bị j trời,1
726,vương,4
727,mô phật phải phạt thật nặng mới đc,1
728,sợ quá,3
729,luật_pháp nên phạt_tội thật cao nhất mới đúng mới hết cái bọn xem_thường pháp_luật,1
730,đề_nghị nên truy_tố sữ_lý thật nghiêm_khắc không còn lần 2,1
731,nói thế ạ là gốc bắc rồi,4
732,kiểu này chắc kiếm cớ để khỏi ở nhà với vợ rồi,1
733,tùng huỳnh,4
735,vinh,4
736,dau sua tuoi,0
738,xã_hội mà thành_phần_nào cũng có nên không tránh được,4
739,và đồn thì ca ko đụng đâu trên da_o dưới thước ko à lo mà rồng,4
740,lại đồ ngon quá chứ gì,0
741,thuc,4
742,ni,4
743,quá nguy_hiểm,3
744,he huy_nguyễn,0
746,roi_su sao,4
747,lên phương chưa ae,0
749,thg này có anh lớn chống lưng đấy ko_động vào đc đâu,1
750,cơm nhà ko muốn muốn cơm_canh chan nước_mắt của nhà_nước ak,2
751,vn an_toàn vãi,0
753,trămn,4
755,quí giờ cái gì cũng xảy ra được ảo thiệt_sự,4
758,đạt,4
759,mấy thằng pbvm đâu hết rồi nhỉ,4
760,tinh_hình sao,4
761,bọn này chán cơm nhà muốn nhà_nước nuôi,4
762,gta6,4
763,lụng vụng lụng sụng,4
766,đạt2372,4
767,phở bò mn úp quá chời,0
768,thảo phan_văn,4
769,bắt ngay,1
771,eo ơi ra đường h sợ v,3
772,nguyen ghê quá anh,3
773,thật_sự sợ xh,3
775,cần thơ hay bảo lộc,4
776,ghê z,1
777,huy,4
778,ngọc thích đọc,0
780,love mốt dừng đèn_đỏ nhớ mặc giáp,4
782,bắt thật k tiktok đưa tin k tin lắm đâu,4
783,hiếu nguyễn,4
784,sao mà đỡ được,2
785,quê tôi bò đang cày ruộng mà sao quê ông nào mà bò chạy nhong nhong vậy,0
786,xã_hội bây_giờ gê quá,1
787,hoàng_minh_thư my,4
788,le,3
789,may vào_vai chứ vào cổ thì toang rồi nguy_hiểm thật,3
791,ông kia nói j vậy,4
792,37 n1,4
793,tròn đấy chấp_hành đấy,4
795,khổ chưa,2
798,ước gì,2
799,làm_ăn khó_khăn nên kiếm chỗ nuôi cơm miễn_phí chăng,2
